name,phone,address,category,city,country,reason,date_found
Twisted Wings,+1-718-266-2433,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Triple Red Inc,+1-718-483-9898,"86th Street, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kings Kitchen,+1-718-373-1188,"86th Street, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sea Salt,+1 917-261-4443,"1123 1st Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Little Italy Pizza,+1 212-249-2244,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Keyes' Pancake House,+1-315-369-6752,"2967 State Highway 28, Old Forge, 13420",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Rancho Grande,+1-718-439-1661,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Keobi,+1-518-977-3991,"189 Lark Street, Albany, 12210-1306",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mamoun's Restaurant,+1-518-434-3901,"206 Washington Avenue, Albany, 12210",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Encebollados El Idolo,+1-518-599-0005,"450 Madison Avenue, Albany, 12208-3949",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Seoul Ttukbaegi,+17187990994,"149-14 41st Avenue, Flushing, 11355",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nai Restaurant,+1-716-856-0508,"302 Main Street, Buffalo, 14202",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tawa Roti Dhaulagiri Food,+1 718-457-7766,"37-38 72nd Street, Jackson Heights, 11372",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tacocat,+1-716-794-3235,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Mariachi Tapas,+1-518-465-2568,"271 Lark Street, Albany, 12210",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Emmanuel Thai Restaurant,+1-518-427-0200,"35 Maiden Lane, Albany, 12207",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bangkok2,+1-212-473-4480,"349 1st Avenue, New York, 10010",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grill 21,+1-212-473-5950,"346 East 21st Street, New York, 10010",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
XOXO Kitchen and Diner,+1-518-930-7739,"883 Cypress Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Delicia’s,+1 718 975 7066,"2419 Grand Concourse, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
N B Wing Wong,+1-646-490-7468,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hunan Cottage Restaurant,+1 718-998-7505,"293 Avenue X, Brooklyn, 11223",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Falada,+1 718-332-4040,"2007-2011 Emmons Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Signature Restaurant,+1 718-332-4040,"2007 Emmons Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Big John's,+1-718-965-1808,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Taqueria El Maguey,+1-347-689-2287,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Danny's Restaurant,+18453459882,"109 Main Street, Poughkeepsie, 12601",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sylvia's,+18454737110,"105 Main Street, Poughkeepsie, 12601",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Western Yunnan Rice Noodle,+1-347-855-2000,"337B New Dorp Lane, New York, 10306",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grand Villa,+1-718-576-4924,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Don Mario,+1-718-748-9099,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Gemelli,+1 631 321 6392,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sunrise Diner,+1 718-886-4855,"45-04 Parsons Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pop's Diner,+1 718-463-7719,"44-29 Kissena, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Castillo de Yaque,+1-718-439-5847,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Quetzalito,+1-347-384-2827,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tacos Tijuana,+1-718-492-4369,"5807 5th Avenue, New York, 11220",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
King of Tandoor,+1-347-533-6811,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Slowloris,+1-718-484-9799,"556 Flatbush Avenue, New York, 11225",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bamboo Ya,+1 718 268 8388,"69-12 Austin Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Plov Center,+1 347-462-4243,"3381 Shore Parkway, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shelley's,+1-845-425-3311,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lady Chow Kitchen,+1-212-343-9496,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nyonya,+1-212-334-3669,"199 Grand Street, New York, 10013",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Circle E Diner,+1 607 637 9905,"369 East Front Street, Hancock, 13783",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Gino's Trattoria & Bar,+1-347-663-5452,"548 Flatbush Avenue, New York, 11225",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Little Italy Pizza,+1-646-360-2346,"167 West 48th Street, New York, 10036",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Charlie's Place,+1 212-410-0277,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cafe Royale Restaurant,+1 718-401-4684,"553 Walton Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jimbo's Hamburger Palace,+1 212-283-5050,"703 Malcolm X Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
"Golden ""Z""",+1-718-382-4328,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wing Yum Lin's,+1 718 805 9868,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Riconcito Paisa 4,+1-718-880-2733,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Golden Fountain,+1 718-441-5000,"116-16 Metropolitan Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Spolini's,+1 718-805-5852,"116-25 Metropolitan Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Casa del Mariachi,+1 347-561-3227,"116-03 Metropolitan Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New China Fresh Restaurant,+1 718-849-1888,"119-24 Metropolitan Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nuria's Restaurant,+1 718-206-2181,"138-16 Jamaica Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Rinconcito,+1-718-206-2514,"89-07 139th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
CJ Caribbean Cuisine & Cafe,+1-347-442-1400,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cielito Lindo Bistro,+1-347-425-1140,"665 Nostrand Avenue, New York, 11216",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Radici,+1 718 535 5663,"100-11 Metropolitan Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Comedor,+1-347-599-0211,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yemen Unity Restaurant,+1-718-333-5708,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bar Mario,+1-631-616-5695,"365 Van Brunt Street, Brooklyn, 11231",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
XinLa GongFu Spicy Hot Pot,+1 917-981-0877,"35-48 Union Street, Flushing, 11355",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Casa Vieja Restaurant,+1-718-439-3502,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sushi Time,+1 718 261 0111,"72-42 Austin Street, Forest Hills, 11375",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
